Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648640859282,52,80,79,16,65,33,60,58,489
1648640859291,53,79,75,18,66,33,63,60,490
1648640859299,51,81,77,18,63,32,64,60,490
1648640859307,52,80,74,18,66,33,63,62,497
1648640859316,60,82,89,10,64,43,57,72,485
1648640859325,67,73,90,13,70,43,57,64,496
1648640859333,66,73,92,12,74,33,60,72,489
1648640859341,58,77,92,12,77,35,55,69,495
1648640859349,63,74,93,11,68,44,59,60,500
1648640859358,50,81,76,15,65,33,63,61,489
1648640859371,50,78,78,20,65,34,61,61,488
1648640859378,53,81,77,19,68,33,66,60,492
1648640859386,55,79,77,17,66,31,61,58,490
1648640859394,55,80,80,19,67,32,61,59,490
1648640859402,52,80,77,16,65,33,66,60,493
1648640859409,52,81,76,15,66,32,65,62,488
1648640859419,59,80,75,16,67,34,62,56,491
1648640859427,50,78,76,19,69,33,67,58,489
1648640859436,53,79,78,16,65,34,62,59,495
1648640859445,52,77,79,18,66,33,61,60,492
1648640859453,52,80,74,18,66,32,61,58,491
1648640859461,51,82,79,17,65,34,65,61,493
1648640859469,53,82,76,21,65,35,66,60,489
1648640859478,53,81,76,15,66,32,62,60,489
1648640859486,52,80,77,21,64,31,61,58,489
1648640859493,57,81,78,23,67,35,64,59,488
1648640859503,55,78,77,19,66,31,63,58,490
1648640859511,52,84,79,18,69,34,63,61,492
1648640859519,53,83,79,19,66,31,64,60,489
1648640859528,53,82,75,17,67,32,63,56,490
1648640859536,53,79,77,18,67,32,64,62,490
1648640859544,52,78,76,17,65,30,61,60,488
1648640859552,49,80,75,18,66,34,67,60,493
1648640859559,53,80,79,21,73,35,65,62,492
1648640859569,52,78,77,20,65,35,64,59,492
1648640859577,49,80,76,19,68,34,63,60,491
1648640859585,52,81,76,19,65,31,62,61,490
1648640859593,54,81,76,15,63,32,64,60,491
1648640859600,49,81,77,17,63,32,62,61,490
1648640859608,53,79,76,16,63,31,62,57,492
1648640859617,54,82,80,19,67,35,63,62,490
1648640859625,51,82,78,18,70,33,64,61,490
1648640859633,53,78,80,18,65,30,62,57,493
1648640859640,51,77,77,17,68,35,65,61,491
1648640859650,57,82,78,20,69,34,64,58,488
1648640859658,53,81,78,18,65,33,61,60,488
1648640859666,52,78,78,17,64,35,63,59,490
1648640859674,44,82,76,17,64,33,63,59,490
1648640859681,53,82,76,17,69,33,60,59,493
1648640859691,51,80,76,20,69,35,65,61,489
1648640859699,52,79,76,16,65,33,61,61,490
1648640859707,52,81,79,19,68,31,64,61,493
1648640859716,50,78,74,19,65,33,62,58,492
1648640859724,51,80,76,18,65,32,60,59,486
1648640859732,52,79,78,19,63,31,62,57,494
1648640859740,51,79,76,16,64,33,60,60,491
1648640859747,51,80,75,17,65,31,65,60,493
1648640859755,53,79,82,17,64,35,62,60,490
1648640859764,52,78,77,18,68,31,63,57,489
1648640859772,53,77,77,19,67,30,62,55,490
1648640859780,53,81,79,20,65,30,64,56,491
1648640859787,53,82,78,17,67,33,63,59,493
1648640859797,53,82,78,20,69,35,66,59,491
1648640859804,51,80,80,17,67,34,63,60,492
1648640859812,51,78,77,18,67,32,59,57,488
1648640859820,52,79,77,15,64,31,63,60,490
1648640859828,54,84,80,18,68,33,63,57,490
1648640859835,55,78,78,19,67,34,65,61,491
1648640859843,53,83,81,21,66,33,64,59,492
1648640859851,52,92,70,29,68,23,76,51,503
1648640859860,51,91,81,12,80,23,72,67,489
1648640859868,66,82,78,22,66,32,63,58,493
1648640859878,50,78,74,17,66,32,64,60,491
1648640859885,51,81,78,18,63,32,63,62,490
1648640859896,54,83,77,18,67,35,63,60,490
1648640859904,49,79,78,22,66,37,63,61,490
1648640859912,53,82,77,20,68,36,62,60,489
1648640859920,53,80,80,14,66,32,63,57,490
1648640859928,50,77,78,17,62,32,62,59,489
1648640859936,51,84,77,17,67,33,62,59,491
1648640859945,54,79,81,18,66,32,62,59,491
1648640859954,52,81,77,13,65,34,64,58,490
1648640859962,56,80,80,20,66,37,64,60,493
1648640859970,52,78,76,14,67,30,61,53,492
1648640859978,57,81,79,20,72,30,63,58,490
1648640859988,52,79,75,20,67,33,62,62,494
1648640859995,54,78,75,20,66,32,61,59,489
1648640860003,51,76,76,15,66,31,61,59,490
1648640860011,53,81,78,17,67,33,64,60,494
1648640860021,51,82,78,18,67,36,64,61,490
1648640860029,53,79,75,18,65,32,65,59,496
1648640860037,53,80,79,21,64,38,63,67,494
1648640860046,53,80,76,19,66,34,63,60,492
1648640860054,57,80,78,19,65,32,62,60,491
1648640860061,50,77,77,17,63,34,63,63,493
1648640860069,52,84,79,20,67,32,66,61,491
1648640860078,60,78,80,18,64,34,62,60,488
1648640860086,51,80,75,17,65,32,63,59,491
1648640860094,51,81,77,18,66,33,65,59,489
1648640860101,55,77,76,20,69,34,62,58,490
1648640860111,47,81,80,18,65,34,64,63,491
1648640860119,51,81,81,19,67,33,64,59,490
1648640860127,50,79,78,19,68,37,67,58,487
1648640860134,52,81,80,19,67,34,63,59,488
1648640860143,48,77,78,18,66,32,62,57,491
1648640860151,53,82,79,21,69,32,61,60,487
1648640860159,53,79,78,17,65,33,61,58,492
1648640860167,52,79,78,20,66,33,63,59,488
1648640860174,55,79,79,20,66,30,65,57,490
1648640860184,52,78,74,17,63,33,59,62,489
1648640860192,52,81,77,19,66,33,65,62,492
1648640860200,53,79,77,19,66,31,61,61,491
1648640860207,51,80,78,17,69,34,61,59,491
1648640860215,49,81,76,18,64,30,62,62,491
1648640860223,55,81,80,19,69,34,63,62,491
1648640860230,53,79,78,17,66,40,67,59,488
1648640860240,56,82,78,18,60,42,64,71,488
1648640860248,63,73,85,15,76,35,62,66,493
1648640860256,43,95,68,34,59,33,59,69,489
1648640860264,49,78,82,24,59,43,59,68,492
1648640860272,46,94,68,32,61,40,71,55,504
1648640860282,55,83,76,21,66,36,66,62,488
1648640860292,54,81,76,20,66,32,64,60,491
1648640860300,52,78,77,17,65,32,61,61,494
1648640860308,49,77,75,21,65,32,62,61,489
1648640860315,47,79,76,18,63,30,62,60,494
1648640860323,50,82,79,18,67,36,63,62,492
1648640860331,54,79,78,16,66,33,63,61,494
1648640860341,55,80,76,20,65,31,65,61,492
1648640860349,54,83,80,22,68,34,65,62,497
1648640860356,53,81,78,18,62,33,64,60,492
1648640860366,51,80,77,18,66,30,62,61,493
1648640860374,53,79,79,17,66,35,67,59,493
1648640860381,55,81,79,18,68,32,63,59,493
1648640860389,53,79,79,16,67,33,63,59,488
1648640860398,51,81,76,17,66,29,64,62,490
1648640860406,49,79,75,17,65,31,65,56,487
1648640860414,51,79,75,18,65,32,64,62,490
1648640860422,49,80,78,18,66,34,64,61,493
1648640860429,54,78,78,18,65,31,60,58,491
1648640860439,56,80,78,19,66,33,63,57,486
1648640860448,56,83,78,19,67,31,62,60,488
1648640860455,53,82,79,18,66,32,61,58,492
1648640860463,53,80,79,18,67,33,64,63,489
1648640860471,51,84,79,24,69,35,63,60,492
1648640860481,51,80,79,16,67,33,62,58,494
1648640860491,54,82,76,18,64,31,61,61,489
1648640860499,51,81,80,20,65,36,65,60,493
1648640860507,54,82,77,20,68,37,68,62,492
1648640860515,50,85,79,20,68,35,62,62,490
1648640860522,53,81,79,20,68,35,64,61,491
1648640860532,54,79,72,19,66,43,64,63,494
1648640860541,58,73,89,18,62,47,68,69,486
1648640860548,67,72,95,13,62,45,59,61,503
1648640860556,62,73,89,14,63,40,58,70,487
1648640860564,47,90,70,34,56,43,71,52,499
1648640860572,56,71,88,19,68,29,64,58,504
1648640860580,47,79,77,26,62,43,65,53,505
1648640860590,55,83,78,19,66,32,60,58,490
1648640860601,53,80,79,19,70,31,63,58,491
1648640860609,48,78,78,21,69,38,63,59,491
1648640860617,55,81,78,18,66,31,63,61,489
1648640860625,53,83,82,21,67,36,62,58,496
1648640860632,55,82,79,19,67,36,65,60,494
1648640860641,54,79,78,18,64,33,64,62,491
1648640860651,54,82,79,20,64,35,64,62,491
1648640860659,47,79,75,17,66,31,61,60,490
1648640860667,51,80,77,18,67,33,65,59,492
1648640860675,51,83,79,20,67,32,63,60,493
1648640860682,52,81,78,20,68,35,65,60,491
1648640860693,53,80,79,19,66,32,64,59,493
1648640860705,52,81,79,20,70,35,65,60,489
1648640860712,56,82,75,17,65,33,63,58,491
1648640860720,50,82,79,17,67,32,63,58,491
1648640860728,50,81,77,18,64,33,64,59,490
1648640860736,51,81,75,18,66,34,63,58,488
1648640860744,51,80,75,17,67,34,64,59,492
1648640860754,49,84,70,23,63,35,64,60,495
1648640860762,60,73,89,13,72,43,58,74,489
1648640860770,55,77,82,14,73,25,68,69,485
1648640860778,54,74,88,19,62,36,68,58,488
1648640860786,44,89,69,24,69,33,71,52,497
1648640860795,47,72,92,11,71,25,68,58,500
1648640860803,57,85,83,11,78,29,66,66,482
1648640860811,59,77,79,16,73,29,70,53,501
1648640860819,44,93,69,31,59,46,57,70,491
1648640860828,56,80,77,18,64,30,62,57,488
1648640860836,52,80,77,15,67,36,64,63,495
1648640860845,52,79,75,14,67,33,65,65,495
1648640860853,53,85,80,19,68,35,64,58,492
1648640860861,55,83,78,15,68,34,64,60,487
1648640860868,53,80,78,18,66,33,62,57,490
1648640860876,51,79,80,19,63,37,62,59,491
1648640860884,52,82,80,18,66,32,65,60,491
1648640860891,54,80,78,19,68,32,63,58,495
1648640860900,64,74,88,12,68,32,69,60,492
1648640860909,62,74,91,12,78,24,75,56,504
1648640860917,43,81,72,27,67,39,56,71,485
1648640860925,47,88,73,30,61,46,59,54,504
1648640860933,48,72,91,16,72,32,65,63,487
1648640860941,58,72,91,13,78,33,70,52,499
1648640860949,62,75,81,27,57,46,52,74,500
1648640860959,53,81,78,16,63,30,61,58,491
1648640861003,51,82,80,19,66,34,63,59,494
1648640861011,55,83,80,17,65,33,64,57,491
1648640861019,56,81,76,17,66,32,63,60,491
1648640861027,49,80,78,17,69,33,62,58,492
1648640861036,54,83,76,20,68,31,59,61,488
1648640861044,55,81,79,17,65,36,62,62,492
1648640861052,52,83,76,19,67,31,62,56,492
1648640861059,53,79,78,19,67,34,65,59,492
1648640861067,49,79,77,17,64,29,61,59,489
1648640861076,53,81,80,19,66,35,65,62,493
1648640861084,54,79,79,17,70,35,64,57,491
1648640861092,53,80,79,19,65,33,63,59,486
1648640861102,53,80,78,16,68,33,61,59,491
1648640861111,58,78,73,16,67,34,64,59,491
1648640861120,53,83,78,19,67,33,62,58,490
1648640861127,54,79,76,15,65,36,65,63,492
1648640861135,49,80,78,17,69,35,62,57,493
1648640861146,51,81,78,18,67,31,62,58,493
1648640861154,49,80,79,19,64,34,62,60,487
1648640861161,55,83,79,20,69,35,62,60,490
1648640861169,52,79,77,18,67,35,64,61,490
1648640861177,51,84,83,19,68,32,63,62,493
1648640861186,54,82,79,23,65,32,61,59,489
1648640861193,58,79,77,17,67,28,63,58,495
1648640861201,52,80,79,21,66,34,63,63,490
1648640861209,53,78,77,18,67,32,63,60,493
1648640861217,52,78,77,15,69,35,65,61,493
1648640861225,59,80,78,18,66,32,62,57,488
1648640861234,53,82,74,18,67,34,61,60,492
1648640861243,51,78,77,20,68,36,61,73,484
1648640861252,59,68,90,13,68,43,55,72,486
1648640861260,68,76,90,12,79,24,75,60,486
1648640861268,62,75,89,16,73,29,65,58,504
1648640861276,44,89,68,30,62,37,76,54,504
1648640861284,62,69,90,11,79,21,68,54,498
1648640861292,45,88,75,17,71,36,63,66,490
1648640861300,60,71,85,12,78,33,63,63,492
1648640861314,55,80,76,15,65,35,64,56,489
1648640861322,54,80,77,17,68,36,63,58,486
1648640861329,55,84,81,18,67,33,64,58,491
1648640861337,52,83,76,15,66,29,64,62,488
1648640861345,52,79,79,17,66,32,62,58,486
1648640861353,58,81,83,20,69,40,66,64,493
1648640861360,52,79,76,16,64,34,63,60,487
1648640861370,58,82,79,23,69,39,65,60,491
1648640861377,52,80,77,19,66,33,64,64,491
1648640861385,49,85,80,18,66,33,65,64,492
1648640861393,53,80,78,20,66,36,64,64,492
1648640861401,53,90,82,18,66,36,62,65,495
1648640861410,52,85,80,18,67,29,63,62,492
1648640861417,51,81,81,21,68,35,66,64,491
1648640861425,50,80,76,20,68,36,62,63,490
1648640861433,52,79,78,22,70,37,64,64,493
1648640861442,58,84,80,22,69,38,65,64,489
1648640861450,58,88,83,21,71,38,65,63,488
1648640861458,57,89,81,21,73,41,69,65,493
1648640861465,59,85,81,18,71,35,64,68,492
1648640861474,55,80,81,24,74,39,69,65,490
1648640861482,55,83,85,23,71,40,70,71,490
1648640861490,50,87,80,21,67,40,67,65,491
1648640861498,60,83,84,25,68,34,62,67,492
1648640861505,58,87,85,24,75,34,62,61,484
1648640861516,65,85,85,26,72,44,69,64,490
1648640861524,55,85,82,26,70,43,70,64,485
1648640861532,60,90,84,29,73,41,67,66,488
1648640861540,62,84,84,25,69,38,68,68,488
1648640861549,58,85,87,25,74,36,68,64,491
1648640861557,56,82,84,25,69,44,71,68,487
1648640861565,59,87,87,24,74,38,66,64,484
1648640861573,56,85,81,25,73,40,66,61,489
1648640861582,55,87,85,25,74,39,68,68,486
1648640861590,63,82,82,21,69,39,68,69,484
1648640861598,58,88,81,24,71,38,68,67,493
1648640861606,56,82,82,26,74,42,67,69,487
1648640861614,55,85,83,24,69,42,66,67,488
1648640861625,58,86,80,19,68,38,68,60,484
1648640861633,55,86,81,28,74,42,73,67,485
1648640861641,57,91,84,26,71,43,72,66,485
1648640861648,61,88,81,20,70,37,68,68,483
1648640861657,59,86,83,21,68,38,67,62,483
1648640861665,56,83,81,23,74,42,69,61,491
1648640861673,56,84,79,25,70,39,69,71,484
1648640861681,53,83,84,26,71,40,66,63,484
1648640861689,60,87,82,23,67,39,70,63,483
1648640861698,58,85,82,23,72,42,68,63,480
1648640861706,61,85,85,26,69,46,67,67,491
1648640861714,56,85,82,26,70,39,67,66,486
1648640861722,56,83,84,23,71,41,64,64,485
1648640861729,63,87,81,25,72,40,68,67,483
1648640861737,67,91,82,26,71,36,64,63,482
1648640861746,61,86,81,20,72,39,68,66,482
1648640861754,58,84,81,26,69,38,67,65,484
1648640861762,57,89,82,26,74,47,69,63,483
1648640861769,63,84,83,26,72,45,67,63,482
1648640861777,58,85,85,23,78,40,72,66,483
1648640861785,58,83,80,25,68,41,63,62,485
1648640861793,58,82,86,27,73,41,65,68,485
1648640861801,59,87,77,24,69,40,66,62,481
1648640861810,56,90,82,24,73,42,68,70,483
1648640861819,61,86,77,26,73,38,70,68,487
1648640861827,63,89,85,28,75,37,68,63,483
1648640861835,61,86,80,26,73,38,65,63,481
1648640861843,56,83,80,23,71,38,65,68,485
1648640861850,54,84,83,23,70,43,69,64,484
1648640861859,60,87,84,25,74,43,66,67,486
1648640861868,59,82,83,27,72,40,66,65,484
1648640861876,58,88,85,27,73,40,69,64,483
1648640861884,60,86,83,25,69,35,67,51,486
1648640861892,60,88,82,26,69,34,64,62,483
1648640861900,57,85,82,25,75,37,70,64,478
1648640861907,54,78,80,23,67,43,71,63,483
1648640861916,54,83,82,22,68,41,63,65,483
1648640861924,47,88,75,43,65,37,75,55,495
1648640861934,58,90,79,24,71,37,61,63,486
1648640861943,60,83,84,25,69,39,64,67,485
1648640861951,55,84,78,23,66,36,68,66,485
1648640861959,54,87,83,25,71,37,70,60,482
1648640861967,56,86,83,28,72,40,68,64,484
1648640861975,62,88,86,25,72,40,63,62,482
1648640861982,59,86,83,24,68,44,67,64,485
1648640861992,50,94,85,21,82,36,67,69,487
1648640862000,62,90,70,37,57,51,67,70,479
1648640862008,66,81,89,18,83,33,77,56,490
1648640862016,68,98,73,40,66,41,67,62,486
1648640862028,73,80,93,24,68,25,81,63,499
1648640862036,65,74,95,17,78,48,64,68,473
1648640862044,52,86,81,21,82,28,76,66,492
1648640862052,52,99,72,18,80,35,75,66,486
1648640862063,56,89,84,24,71,40,69,64,484
1648640862073,53,85,79,24,68,36,63,61,480
1648640862237,54,89,79,22,74,40,66,59,482
1648640862245,60,79,82,19,68,38,65,66,482
1648640862253,64,83,80,21,69,34,63,62,483
1648640862260,62,88,83,26,72,42,69,59,480
1648640862268,56,84,80,22,70,42,68,64,481
1648640862276,55,87,81,25,70,38,63,60,480
1648640862284,53,88,69,23,70,35,62,60,478
1648640862291,62,74,87,23,69,31,77,57,482
1648640862299,58,77,95,14,85,28,77,57,494
1648640862307,51,84,92,14,80,32,74,56,495
1648640862315,62,97,72,28,81,31,65,65,481
1648640862323,64,75,75,32,65,46,63,65,488
1648640862331,58,83,77,25,70,36,67,64,481
1648640862340,59,83,78,18,66,39,65,69,483
1648640862348,57,84,80,25,70,37,68,59,483
1648640862356,56,82,79,28,74,38,67,61,479
1648640862363,53,85,79,21,67,38,62,65,481
1648640862371,61,85,78,26,70,37,68,65,484
1648640862379,57,86,73,20,68,38,64,57,477
1648640862387,56,87,82,25,65,39,69,62,482
1648640862394,65,73,92,12,83,32,78,56,493
1648640862402,47,101,75,36,64,44,74,60,497
1648640862410,54,87,80,30,59,46,68,64,475
1648640862418,62,89,98,15,77,27,63,62,490
1648640862426,66,82,88,29,67,37,63,65,481
1648640862434,63,80,77,24,69,40,70,63,483
1648640862441,63,90,83,24,68,39,63,64,484
1648640862449,52,83,74,22,69,38,66,63,481
1648640862458,54,85,80,22,67,39,63,55,479
1648640862466,51,86,81,23,69,34,67,60,480
1648640862474,56,87,83,23,72,36,66,65,479
1648640862481,59,81,80,22,70,39,67,60,481
1648640862853,50,84,79,26,69,34,68,61,484
1648640862861,53,86,81,22,67,37,65,56,485
1648640862868,54,83,78,18,67,35,66,61,484
1648640862876,54,78,76,21,65,38,68,62,485
1648640862884,55,83,79,21,65,35,62,60,482
1648640862892,57,80,83,20,69,33,68,60,483
1648640862902,52,84,83,22,68,33,66,59,481
1648640862909,55,80,79,19,62,29,60,64,483
1648640862917,58,86,78,23,68,33,64,60,477
1648640862925,53,85,80,23,65,38,67,66,486
1648640862933,57,83,79,25,67,37,66,57,479
1648640862941,53,82,80,25,68,37,67,60,485
1648640862949,54,84,78,20,67,38,67,60,484
1648640862957,52,84,78,21,68,37,66,57,477
1648640862964,58,87,81,21,70,37,69,62,485
1648640862974,57,88,79,25,64,38,65,58,479
1648640862982,56,84,80,23,64,33,64,61,480
1648640862990,54,84,78,22,67,38,64,62,487
1648640862997,52,84,75,25,67,36,69,60,480
1648640863005,56,85,79,17,69,33,66,58,484
1648640863014,51,78,79,23,66,34,68,54,480
1648640863022,49,81,76,23,65,39,67,61,483
1648640863030,54,84,78,20,67,36,67,60,479
1648640863038,57,80,81,20,65,37,66,58,478
1648640863045,54,83,78,22,67,37,65,61,488
1648640863055,56,71,78,22,74,34,67,63,484
1648640863063,52,85,79,22,65,34,62,66,478
1648640863070,55,82,75,19,66,36,63,55,485
1648640863078,56,83,79,23,66,34,64,59,483
1648640863086,52,80,81,21,65,35,70,54,478
1648640863096,56,84,76,24,65,37,65,59,481
1648640863104,56,83,81,18,65,35,65,62,481
1648640863111,57,84,81,24,72,37,66,61,482
1648640863119,53,80,79,17,61,33,66,61,481
1648640863129,56,84,76,22,68,39,65,63,483
1648640863137,53,86,79,21,68,38,69,63,483
1648640863144,52,80,78,19,68,36,64,59,480
1648640863152,50,85,82,20,65,38,67,59,481
1648640863162,56,82,78,23,67,36,67,62,482
1648640863169,55,86,79,22,69,35,67,58,486
1648640863177,55,85,77,22,68,35,67,60,482
1648640863185,50,88,81,26,67,33,64,59,485
1648640863195,52,84,79,21,66,33,66,60,488
1648640863203,49,88,78,21,67,33,63,58,482
1648640863211,54,81,77,15,65,32,63,56,485
1648640863218,46,83,77,17,66,32,65,59,484
1648640863226,55,83,81,25,67,38,64,57,481
1648640863234,50,79,76,17,64,34,62,56,482
1648640863243,59,77,75,17,66,35,62,58,486
1648640863252,54,79,80,19,64,32,67,55,478
1648640863260,49,80,76,20,65,33,64,63,484
1648640863268,54,80,77,18,65,33,63,56,483
1648640863275,47,83,78,18,64,34,64,56,479
1648640863286,53,86,75,22,63,33,63,56,482
1648640863294,47,81,75,19,65,36,65,60,487
1648640863301,48,80,77,20,64,31,61,56,483
1648640863312,53,86,78,16,61,34,62,60,481
1648640863320,48,83,76,19,63,29,67,59,484
1648640863328,55,82,76,21,63,34,66,60,483
1648640863336,51,83,74,19,61,30,64,60,484
1648640863344,56,81,76,19,64,31,64,54,484
1648640863354,50,81,77,18,69,32,66,61,483
1648640863364,58,81,78,21,61,30,65,56,485
1648640863372,54,82,73,22,65,31,66,56,483
1648640863380,56,85,79,23,64,32,67,58,482
1648640863389,53,80,79,21,67,33,63,58,482
1648640863397,51,80,74,24,67,37,68,54,484
1648640863406,51,84,77,21,64,37,69,58,488
1648640863414,54,84,78,21,65,37,66,58,487
1648640863423,45,83,82,23,68,36,68,60,488
1648640863431,49,82,80,19,64,29,66,59,483
1648640863438,57,82,76,21,64,34,66,61,487
1648640863446,49,82,78,18,65,30,68,55,484
1648640863457,53,85,76,19,64,33,68,59,483
1648640863464,51,81,77,22,63,33,71,60,483
1648640863472,51,84,73,21,66,30,66,56,484
1648640863480,54,86,78,20,64,35,70,58,481
1648640863488,45,82,77,22,65,34,67,58,481
1648640863497,56,83,78,23,62,34,64,55,483
1648640863505,54,85,74,24,64,33,66,57,485
1648640863512,52,82,77,18,65,32,67,57,483
1648640863520,54,91,76,22,66,31,67,56,486
1648640863529,48,81,75,20,65,33,64,62,484
1648640863538,54,80,74,19,62,29,68,55,479
1648640863546,50,88,78,20,65,31,71,56,483
1648640863555,51,83,78,18,66,30,65,59,480
1648640863563,54,78,78,20,60,33,65,58,485
1648640863571,48,87,78,21,66,32,68,58,484
1648640863580,47,80,76,20,65,31,68,57,485
1648640863588,48,86,66,19,65,35,69,53,482
1648640863596,48,82,77,20,64,33,67,59,483
1648640863604,57,84,74,18,61,31,66,56,486
1648640863611,54,86,72,17,66,36,72,59,486
1648640863621,49,82,82,23,68,30,70,60,487
1648640863630,53,88,75,22,61,28,73,59,486
1648640863639,56,86,76,19,63,29,68,53,483
1648640863647,55,81,76,22,66,32,73,62,483
1648640863657,53,83,76,25,65,33,70,57,486
1648640863665,48,83,73,21,64,32,69,55,483
1648640863673,50,86,79,23,66,31,71,59,482
1648640863680,51,89,69,22,66,38,71,63,484
1648640863690,47,81,74,20,67,32,72,58,484
1648640863697,52,83,75,20,64,30,66,57,481
1648640863705,50,81,74,19,61,33,65,59,486
1648640863713,54,77,78,20,64,33,73,57,484
1648640863722,51,81,74,23,66,34,70,59,486
1648640863731,54,87,77,18,63,33,75,61,487
1648640863739,60,85,76,22,67,32,69,63,486
1648640863748,55,85,75,20,68,38,70,59,483
1648640863756,46,83,78,18,67,31,73,58,484
1648640863764,53,89,77,23,65,31,69,56,484
1648640863772,48,84,73,19,68,35,71,59,485
1648640863780,51,83,73,19,65,33,70,56,484
1648640863787,49,86,79,22,64,36,73,59,486
1648640863795,55,87,78,23,65,36,72,60,482
1648640863803,57,83,77,22,63,34,69,69,488
1648640863811,51,98,80,19,65,24,63,70,478
1648640863818,55,85,85,16,73,23,82,62,498
1648640863826,63,78,88,17,68,43,78,57,492
1648640863834,67,78,87,14,75,31,79,54,495
1648640863842,52,90,86,35,56,44,71,61,496
1648640863850,62,73,90,16,75,30,79,55,479
1648640863858,54,89,68,30,61,37,75,65,485
1648640863866,53,86,79,19,65,35,75,55,480
1648640863875,57,83,77,27,62,35,75,63,487
1648640863883,53,85,79,22,60,34,72,58,487
1648640863891,50,85,80,26,70,42,71,59,486
1648640863899,53,83,77,26,66,32,72,60,481
1648640863906,43,82,78,24,70,35,73,50,480
1648640863914,48,89,77,27,67,35,79,59,480
1648640863922,53,91,82,26,69,34,74,64,482
1648640863930,52,86,76,25,65,33,73,60,480
